,name,institute,provider,date,review,rating
598,Android Basics: Data Storage,-1,Udacity,Self Paced,3 Reviews,4.0
599,Introduzione alla programmazione con Python,University of Genova,EduOpen,Self Paced,None,-1
600,Android Basics: User Interface,Google,Udacity,Self Paced,2 Reviews,3.5
601,Android Basics: User Input,Google,Udacity,Self Paced,3 Reviews,4.3
602,Web Applications for Everybody,-1,Independent,Self Paced,2 Reviews,4.5
603,Introduction to Virtual Reality,-1,Udacity,Self Paced,None,-1
604,VR Scenes and Objects,-1,Udacity,Self Paced,None,-1
605,"Web Coding Fundamentals: HTML, CSS and Javascript",National University of Singapore,Kadenze,Self Paced,4 Reviews,4.8
606,"Minecraft, Coding and Teaching","University of California, San Diego",edX,Self Paced,None,-1
607,VR Software Development,Google,Udacity,Self Paced,5 Reviews,3.2
608,AD,University of Cape Town,-1,Self Paced,None,5.0
609,Firebase in a Weekend: Android,Google,Udacity,Self Paced,None,-1
610,Firebase in a Weekend: iOS,Google,Udacity,Self Paced,None,-1
611,Swift for Beginners,-1,Udacity,Self Paced,None,-1
612,Swift for Developers,-1,Udacity,Self Paced,None,-1
613,Introduzione a LaTeX,University of Modena and Reggio Emilia,EduOpen,Self Paced,None,-1
614,Introduzione a MATLAB: il LABoratorio delle MATrici,University of Modena and Reggio Emilia,EduOpen,Self Paced,1 Reviews,5.0
615,"[Capstone] Software per l'analisi dei dati economici: Matlab, R, LaTeX - Laboratorio di Analisi dei dati_Economia (A)",University of Modena and Reggio Emilia,EduOpen,Self Paced,None,-1
616,AD,New York University Tandon School of Engineering,-1,Self Paced,None,5.0
617,Building iOS Interfaces,-1,Udacity,Self Paced,None,-1
618,Developing Android Apps,-1,Udacity,Self Paced,None,-1
619,MATLAB and Octave for Beginners,École Polytechnique Fédérale de Lausanne,edX,Self Paced,7 Reviews,3.9
620,Intro to JavaScript,-1,Udacity,Self Paced,6 Reviews,4.5
621,Get an email when new courses are available,-1,-1,Self Paced,None,-1
622,Web-Technologien,-1,openHPI,Self Paced,None,-1
623,Mobile Application Experiences,Massachusetts Institute of Technology,edX,Self Paced,None,-1
624,Programmation iOS (partie I),Sorbonne Universités,edX,Self Paced,None,-1
625,Server-Side Swift,-1,Udacity,Self Paced,None,-1
626,HTTP & Web Servers,-1,Udacity,Self Paced,None,-1
627,Jugando con Android: aprende a programar tu primera app,Universidad Autónoma de Madrid,edX,Self Paced,2 Reviews,4.0
628,AD,University of Cambridge,-1,Self Paced,None,5.0
629,Think. Create. Code.,University of Adelaide,edX,Self Paced,2 Reviews,4.5
630,Version Control with Git,-1,Udacity,Self Paced,2 Reviews,5.0
631,Firebase Analytics: iOS,Google,Udacity,Self Paced,None,-1
632,Firebase Analytics: Android,Google,Udacity,Self Paced,None,-1
633,Passwordless Login Solutions for iOS,Facebook,Udacity,Self Paced,None,-1
634,Passwordless Login Solutions for Android,Facebook,Udacity,Self Paced,None,-1
635,Programmation Concurrente (avec Java),Sorbonne Universités,edX,Self Paced,None,-1
636,ES6 - JavaScript Improved,-1,Udacity,Self Paced,1 Reviews,5.0
637,Software Analysis & Testing,Georgia Institute of Technology,Udacity,Self Paced,None,-1
638,Database Systems Concepts & Design,Georgia Institute of Technology,Udacity,Self Paced,1 Reviews,4.0
639,Introduction to Python Programming,-1,Udacity,Self Paced,1 Reviews,5.0
640,AD,Harvard's VPAL,-1,Self Paced,None,5.0
641,Localization Essentials,Google,Udacity,Self Paced,None,-1
642,Asynchronous JavaScript Requests,-1,Udacity,Self Paced,None,-1
643,Wie funktioniert eine Suchmaschine?,-1,openHPI,Self Paced,None,-1
644,C++ For Programmers,-1,Udacity,Self Paced,6 Reviews,1.2
645,"Zusammenhänge entdecken, Phänomene verstehen: Programmieren mit Etoys",-1,openHPI,Self Paced,None,-1
646,Database Systems Concepts and Design,Georgia Institute of Technology,edX,Self Paced,None,-1
647,Practical Numerical Methods with Python,George Washington University,Independent,Self Paced,4 Reviews,4.0
648,Object Oriented Programming in Java,-1,Udacity,Self Paced,None,-1
649,Programmation iOS (partie II),Sorbonne Universités,edX,Self Paced,None,-1
650,"Mobile Computing with App Inventor: CS Principles, Part 2",Trinity College,edX,Self Paced,None,-1
651,Managing SQL Database Transactions and Concurrency,Microsoft,edX,Self Paced,1 Reviews,2.0
652,AD,MIT Sloan School of Management,-1,Self Paced,None,5.0
653,Android Developer Capstone Project: Building a Successful Android App,Galileo University,edX,Self Paced,None,-1
654,สู่การเป็นนักพัฒนาเว็บ : การสร้างหน้าเว็บเบื้องต้นด้วย HTML และ CSS,Chulalongkorn University,ThaiMOOC,Self Paced,None,-1
655,Developing Software Using Design Thinking,-1,openSAP,Self Paced,None,-1
656,JavaScript and the DOM,-1,Udacity,Self Paced,None,-1
657,Introduction to HTML and JavaScript,Microsoft,edX,Self Paced,2 Reviews,4.5
658,Introduction to Programming Using Python,University of Texas Arlington,edX,Self Paced,1 Reviews,5.0
659,Get Data Off the Ground with Python,George Washington University,Independent,Self Paced,None,-1
660,SAP Translation Hub in a Nutshell,-1,openSAP,Self Paced,None,-1
661,Введение в программирование (C++),Higher School of Economics,Stepik,Self Paced,None,-1
662,Введение в базы данных,St. Petersburg State Polytechnic University,Stepik,Self Paced,None,-1
663,SQL for Data Analysis,-1,Udacity,Self Paced,2 Reviews,5.0
664,AD,MIT Sloan School of Management,-1,Self Paced,None,5.0
665,Web App Development with the Power of Node.js,Technische Universität München (Technical University of Munich),edX,Self Paced,None,-1
666,Программирование на Python,Bioinformatics Institute,Stepik,Self Paced,None,-1
667,Einführung in MATLAB,Technische Universität München (Technical University of Munich),edX,Self Paced,None,-1
668,Kotlin for Android Developers,Capital One,Udacity,Self Paced,None,-1
669,Python: основы и применение,Bioinformatics Institute,Stepik,Self Paced,None,-1
670,Основы программирования на R,Bioinformatics Institute,Stepik,Self Paced,None,-1
671,Object-Oriented JavaScript,-1,Udacity,Self Paced,None,-1
672,AD,Columbia Engineering Executive Education,-1,Self Paced,None,5.0
673,AngularJS: Framework Fundamentals,Microsoft,edX,Self Paced,None,-1
674,AngularJS: Advanced Framework Techniques,Microsoft,edX,Self Paced,1 Reviews,4.0
675,Using Open Source Web Tooling to Improve Development Proficiency,Microsoft,edX,Self Paced,None,-1
676,Maps and 3D Made Easy with SAPUI5,-1,openSAP,Self Paced,None,-1
677,Get an email when new courses are available,-1,-1,Self Paced,None,-1
678,Software Engineering Essentials,Technische Universität München (Technical University of Munich),edX,Self Paced,2 Reviews,3.5
679,Maîtrisez les bases de données NoSQL,CentraleSupélec,OpenClassrooms,Self Paced,None,-1
680,Initiez-vous à l'algèbre relationnelle avec le langage SQL,ENSAE-ENSAI Formation Continue,OpenClassrooms,Self Paced,None,-1
681,Utilisez des API REST dans vos projets web,IBM,OpenClassrooms,Self Paced,None,-1
682,Développez en C pour l'embarqué,Groupe INSA,OpenClassrooms,Self Paced,None,-1
683,Kotlin Bootcamp for Programmers,Google,Udacity,Self Paced,None,-1
684,AD,UC Berkeley Executive Education,-1,Self Paced,None,5.0
685,SAP Cloud Platform Version Control with Git,-1,openSAP,Self Paced,None,-1
686,Add Google Sign-In to your Android Apps,Google,Udacity,Self Paced,2 Reviews,5.0
687,AutoLayout,-1,Udacity,Self Paced,None,-1
688,Build Native Mobile Apps with Flutter,Google,Udacity,Self Paced,1 Reviews,4.0
689,How to Install Android Studio,-1,Udacity,Self Paced,1 Reviews,5.0
690,Mobile Design and Usability for iOS,Facebook,Udacity,Self Paced,None,-1
691,Mobile Design and Usability for Android,Facebook,Udacity,Self Paced,None,-1
692,Information Service Engineering,-1,openHPI,Self Paced,3 Reviews,4.0
693,Data Structures & Algorithms in Swift,-1,Udacity,Self Paced,None,-1
694,iOS Interview Prep,-1,Udacity,Self Paced,None,-1
695,Android Interview Prep,Google,Udacity,Self Paced,None,-1
696,AD,UC Berkeley Executive Education,-1,Self Paced,None,5.0
697,Front-End Interview Prep,-1,Udacity,Self Paced,None,-1
698,VR Interview Prep,Google,Udacity,Self Paced,None,-1
699,Full-Stack Interview Prep,-1,Udacity,Self Paced,None,-1
700,Fundamentals of NetLogo,Santa Fe Institute,Complexity Explorer,Self Paced,7 Reviews,4.9
701,Developing Data Client Applications and Services,Microsoft,edX,Self Paced,None,-1
702,Application Design Considerations: An Inclusive Approach,Microsoft,edX,Self Paced,None,-1
703,Developing a Multidimensional Data Model,Microsoft,edX,Self Paced,None,-1
704,Recovering Data in Azure and SQL Server,Microsoft,edX,Self Paced,None,-1
705,Managing SQL Server Operations,Microsoft,edX,Self Paced,None,-1
706,Implementing In-Memory SQL Database Objects,Microsoft,edX,Self Paced,None,-1
707,Creating Programmatic SQL Database Objects,Microsoft,edX,Self Paced,None,-1
708,AD,New York University Tandon School of Engineering,-1,Self Paced,None,5.0
709,Data Querying Using LINQ and C#,Microsoft,edX,Self Paced,None,-1
710,Extend Your Application with REST Services,Microsoft,edX,Self Paced,None,-1
711,Enhance Your Desktop App with Cloud Services,Microsoft,edX,Self Paced,None,-1
712,CS50's Introduction to Game Development,Harvard University,edX,Self Paced,2 Reviews,4.5
713,CS50's Mobile App Development with React Native,Harvard University,edX,Self Paced,1 Reviews,4.0
714,Asynchronous Programming in C# and .NET Core,Microsoft,edX,Self Paced,None,-1
715,Data Access in C# and .NET Core,Microsoft,edX,Self Paced,1 Reviews,2.0
716,Using Non-Relational Data in SQL Server,Microsoft,edX,Self Paced,None,-1
717,Program a Server-Side Application using ASP.NET Core,Microsoft,edX,Self Paced,None,-1
718,Introduction to Device Programming,Microsoft,edX,Self Paced,1 Reviews,1.0
719,Writing Professional Code - Advanced Topics,Microsoft,edX,Self Paced,None,-1
720,AD,Cambridge Judge Business School Executive Education,-1,Self Paced,None,5.0
721,Learn ARKit using Unity,-1,Udacity,Self Paced,None,-1
722,Learn ARKit using Swift,-1,Udacity,Self Paced,None,-1
723,Cloud Technology Tools เพื่อการเรียนรู้ในศตวรรษที่ 21|Cloud Technology Tools for 21st Century Learning,Srinakharinwirot University,ThaiMOOC,Self Paced,None,-1
724,Object-Oriented Programming in Java,-1,openSAP,Self Paced,None,-1
725,What is Programming?,-1,Udacity,Self Paced,None,-1
726,Professional Android App Development,Galileo University,edX,Self Paced,1 Reviews,5.0
727,Java Fundamentals for Android Development,Galileo University,edX,Self Paced,2 Reviews,3.5
728,AD,UC Berkeley Executive Education,-1,Self Paced,None,5.0
729,Java Fundamentals for Android Development,Galileo University,edX,Self Paced,2 Reviews,3.5
730,Agile Development Using Ruby on Rails - Advanced,"University of California, Berkeley",edX,Self Paced,4 Reviews,4.8
731,โปรแกรม LaTeX สำหรับเอกสารทางวิชาการ (LaTeX program for academic documents),Naresuan University,ThaiMOOC,Self Paced,None,-1
732,Java Capstone Series Pt. 1,-1,openHPI,Self Paced,None,-1
733,Get an email when new courses are available,-1,-1,Self Paced,None,-1
734,Optimizing Performance for SQL Based Applications,Microsoft,edX,Self Paced,None,-1
735,Developing SQL Databases,Microsoft,edX,Self Paced,1 Reviews,2.0
736,Implementing ETL with SQL Server Integration Services,Microsoft,edX,Self Paced,1 Reviews,2.0
737,Developing Dynamic Web Applications Using Angular,Microsoft,edX,Self Paced,None,-1
738,Developing a Tabular Data Model,Microsoft,edX,Self Paced,None,-1
739,Creating a Master Data Solution with SQL Server Master Data Services (MDS),Microsoft,edX,Self Paced,None,-1
740,AD,UC Berkeley Executive Education,-1,Self Paced,None,5.0
741,Windows PowerShell Basics,Microsoft,edX,Self Paced,None,-1
742,Asynchronous Programming with Javascript,Microsoft,edX,Self Paced,1 Reviews,5.0
743,Introduction to NodeJS,Microsoft,edX,Self Paced,2 Reviews,4.5
744,Introduction to Data Modeling,Microsoft,edX,Self Paced,1 Reviews,2.0
745,"Introduction to Python: Creating Scalable, Robust, Interactive Code",Microsoft,edX,Self Paced,None,-1
746,MVC Application Design using .NET Core 2.0,Microsoft,edX,Self Paced,None,-1
747,Build Web APIs using ASP.NET,Microsoft,edX,Self Paced,None,-1
748,"Developing Business Applications with Microsoft PowerApps, CDS, and Flow",Microsoft,edX,Self Paced,None,-1
749,Authentication and Authorization using Node.js,Microsoft,edX,Self Paced,None,-1
750,Getting Started with Azure App Service: Web Apps,Microsoft,edX,Self Paced,None,-1
751,Provisioning Databases in Azure and SQL Server,Microsoft,edX,Self Paced,None,-1
752,AD,"Yale School of Management, Executive Education",-1,Self Paced,None,5.0
753,Introduction to Web Cartography: Part 1,ETH Zurich,edX,Self Paced,None,-1
754,SAP Cloud Platform API Management,-1,openSAP,Self Paced,None,-1
755,Introduction: Elements of Microgame Design,Worcester Polytechnic Institute,Kadenze,Self Paced,None,-1
756,Fundamentals of Java EE Development,Red Hat,edX,Self Paced,None,-1
757,Programmieren mit Ruby,-1,openHPI,Self Paced,None,-1
758,Developing Android Apps with Kotlin,Google,Udacity,Self Paced,None,-1
759,Getting Started with Amazon Simple Storage Service (S3),Amazon,Independent,Self Paced,None,-1
760,Deep Dive into Amazon Elastic Block Store (EBS),Amazon,Independent,Self Paced,None,-1
761,Deep Dive into Amazon Simple Storage Service (Amazon S3),Amazon,Independent,Self Paced,None,-1
762,Data Warehousing on AWS (Digital),Amazon,Independent,Self Paced,None,-1
763,Deep Dive into Amazon Elastic File System (EFS),Amazon,Independent,Self Paced,None,-1
764,AD,The University of Texas,-1,Self Paced,None,5.0
765,Exam Readiness: AWS Certified Solutions Architect - Professional (Digital),Amazon,Independent,Self Paced,None,-1
766,Exam Readiness: AWS Certified Big Data - Specialty (Digital),Amazon,Independent,Self Paced,None,-1
767,Exam Readiness: AWS Certified Advanced Networking - Specialty (Digital),Amazon,Independent,Self Paced,None,-1
768,Exam Readiness: AWS Certified Solutions Architect – Associate (Digital),Amazon,Independent,Self Paced,None,-1
769,Deep Dive into AWS Storage Gateway,Amazon,Independent,Self Paced,None,-1
770,Exam Readiness: AWS Certified Developer – Associate (Digital),Amazon,Independent,Self Paced,None,-1
771,Deep Dive into Amazon Glacier,Amazon,Independent,Self Paced,None,-1
772,AWS Cloud Practitioner Essentials (Digital),Amazon,Independent,Self Paced,None,-1
773,EC2 Systems Manager,Amazon,Independent,Self Paced,None,-1
774,AWS Well-Architected Training,Amazon,Independent,Self Paced,None,-1
775,AWS Security Fundamentals,Amazon,Independent,Self Paced,None,-1
776,AD,London Business School,-1,Self Paced,None,5.0
777,Video Game Design and Balance,Rochester Institute of Technology,edX,Self Paced,None,-1
778,Exploration: A Closer Look at the Microgame API,Worcester Polytechnic Institute,Kadenze,Self Paced,None,-1
779,Real-Time Audio Signal Processing in Faust,Stanford University,Kadenze,Self Paced,None,-1
780,Hacker Tools,Massachusetts Institute of Technology,Independent,Self Paced,1 Reviews,5.0
781,Video Game Asset Creation and Process,Rochester Institute of Technology,edX,Self Paced,None,-1
782,Microsoft Azure Storage,Microsoft,edX,Self Paced,None,-1
783,Advanced CSS Concepts,Microsoft,edX,Self Paced,None,-1
784,AD,New York University Tandon School of Engineering,-1,Self Paced,None,5.0
785,Introduction to jQuery,Microsoft,edX,Self Paced,6 Reviews,4.3
786,Databases in Azure,Microsoft,edX,Self Paced,None,-1
787,Angular Fundamentals,Microsoft,edX,Self Paced,None,-1
788,Advanced Angular,Microsoft,edX,Self Paced,None,-1
789,Get an email when new courses are available,-1,-1,Self Paced,None,-1
790,React Router and Redux,Microsoft,edX,Self Paced,None,-1
791,Introduction to TypeScript 2,Microsoft,edX,Self Paced,1 Reviews,1.0
792,Microsoft Professional Orientation : Front End Web Development,Microsoft,edX,Self Paced,2 Reviews,4.0
793,Building Your Azure Skills Toolkit,Microsoft,edX,Self Paced,None,-1
794,Introduction to ReactJS,Microsoft,edX,Self Paced,3 Reviews,2.3
795,How Virtual Reality Works,"University of California, San Diego",edX,Self Paced,None,-1
796,AD,University of Michigan,-1,Self Paced,None,5.0
797,Creating Virtual Reality (VR) Apps,"University of California, San Diego",edX,Self Paced,None,-1
798,Introducción al desarrollo de aplicaciones web,Universidad Autónoma de Madrid,edX,Self Paced,6 Reviews,2.8
799,Synthesis: Realizing Game Ideas in Code,Worcester Polytechnic Institute,Kadenze,Self Paced,None,-1
800,Global Software Development,Delft University of Technology,edX,Self Paced,None,-1
801,AWS IoT: Developing and Deploying an Internet of Things,Amazon Web Services,edX,Self Paced,None,-1
802,Microsoft Professional Capstone : Front End Web Development,Microsoft,edX,Self Paced,None,-1
803,Amazon DynamoDB: Building NoSQL Database-Driven Applications,Amazon Web Services,edX,Self Paced,None,-1
804,Kyma – A Flexible Way to Connect and Extend Applications,-1,openSAP,Self Paced,None,-1
805,Software Development Fundamentals,University of Pennsylvania,edX,Self Paced,2 Reviews,3.0
806,Intelligent Enterprise User Experience with SAP Fiori 3,-1,openSAP,Self Paced,None,-1
807,プログラミングしながら学ぶコンピュータサイエンス入門 : Introduction to Computer Science and Programming,Tokyo Institute of Technology,edX,Self Paced,None,-1
808,AD,UCT Graduate School of Business,-1,Self Paced,None,5.0
809,AWS Developer: Building on AWS,Amazon,edX,Self Paced,None,-1
810,AWS Developer: Deploying on AWS,Amazon,edX,Self Paced,None,-1
811,AWS Developer: Optimizing on AWS,Amazon,edX,Self Paced,None,-1
812,Enterprise Software Lifecycle Management,National Research Nuclear University MEPhI,edX,Self Paced,None,-1
813,Make Your Own App,Technische Universität München (Technical University of Munich),edX,Self Paced,1 Reviews,5.0
814,Основы программирования мобильных приложений для Android,ITMO University,edX,Self Paced,None,-1
815,AprendeR: Introducción al tratamiento de datos con R y RStudio,Universitat de les Illes Balears,Miríadax,Self Paced,None,-1
816,Build Mobile Applications with SAP Cloud Platform Mobile Services,-1,openSAP,Self Paced,None,-1
817,Netzwerkvirtualisierung - Von einfach bis zur Cloud,-1,openHPI,Self Paced,None,-1
818,How to Win Coding Competitions: Secrets of Champions,ITMO University,edX,Self Paced,1 Reviews,3.0
819,Delivering a Data Warehouse in the Cloud,Microsoft,edX,Self Paced,None,-1
820,AD,The University of Texas,-1,Self Paced,None,5.0
821,Object Oriented Programming in C#,Microsoft,edX,Self Paced,1 Reviews,4.0
822,Application Monitoring and Feedback Loops,Microsoft,edX,Self Paced,None,-1
823,Building Interactive Prototypes using JavaScript,Microsoft,edX,Self Paced,1 Reviews,4.0
824,Designing a Technical Solution,Microsoft,edX,Self Paced,None,-1
825,Building Functional Prototypes using Node.js,Microsoft,edX,Self Paced,None,-1
826,Introduction to C#,Microsoft,edX,Self Paced,1 Reviews,2.0
827,Introduction to Design Thinking,Microsoft,edX,Self Paced,None,-1
828,Advanced C++,Microsoft,edX,Self Paced,7 Reviews,1.3
829,Writing Professional Code,Microsoft,edX,Self Paced,None,-1
830,Developing Planet-Scale Applications in Azure Cosmos DB,Microsoft,edX,Self Paced,1 Reviews,2.0
831,AWS: Getting Started with Cloud Security,Amazon Web Services,edX,Self Paced,None,-1
832,AD,Columbia Business School Executive Education,-1,Self Paced,None,5.0
833,Programming for the Web with JavaScript,University of Pennsylvania,edX,Self Paced,4 Reviews,4.5
834,Advanced Android with Kotlin,Google,Udacity,Self Paced,None,-1
835,Virtualize and Automate Your SAP Testing Using Int4 IFTT,-1,openSAP,Self Paced,None,-1
836,Exploring GraphQL: A Query Language for APIs,Linux Foundation,edX,Self Paced,None,-1
837,AWS DeepRacer,Amazon Web Services,Udacity,Self Paced,None,-1
838,Microsoft Professional Capstone : Entry Level Software Development,Microsoft,edX,Self Paced,None,-1
839,Microsoft Professional Capstone: Internet of Things,Microsoft,edX,Self Paced,None,-1
840,AD,Imperial College Business School Executive Education,-1,Self Paced,None,5.0
841,Creative Coding,New York University (NYU),edX,Self Paced,1 Reviews,4.0
842,JavaScript Introduction,World Wide Web Consortium (W3C),edX,Self Paced,None,-1
843,Programming for Everybody (Getting Started with Python),University of Michigan,edX,Self Paced,None,-1
844,Python Data Structures,University of Michigan,edX,Self Paced,None,-1
845,Get an email when new courses are available,-1,-1,Self Paced,None,-1
846,Programming Reactive Systems,École Polytechnique Fédérale de Lausanne,edX,Self Paced,None,-1
847,Software Testing Fundamentals,University System of Maryland,edX,Self Paced,None,-1
848,Intermediate C++,Microsoft,edX,Self Paced,5 Reviews,2.2
849,Introduction to Python: Fundamentals,Microsoft,edX,Self Paced,None,-1
850,Object Oriented Programming in Java,Microsoft,edX,Self Paced,None,-1
851,Introduction to Python: Absolute Beginner,Microsoft,edX,Self Paced,4 Reviews,3.3
852,AD,Imperial College Business School Executive Education,-1,Self Paced,None,5.0
853,Securing Data in Azure and SQL Server,Microsoft,edX,Self Paced,None,-1
854,Building Containerized Applications on AWS,Amazon Web Services,edX,Self Paced,None,-1
855,Введение в функциональное программирование на Common Lisp,ITMO University,edX,Self Paced,None,-1
856,Quantitative Methods for Biology,Harvard University,edX,Self Paced,None,-1
857,Introduction to Web Accessibility,World Wide Web Consortium (W3C),edX,Self Paced,None,-1
858,Cloud Volumes ONTAP Deployment and Management for Azure,NetApp,edX,Self Paced,None,-1
859,Hacking PostgreSQL: Data Access Methods,Ural Federal University,edX,Self Paced,None,-1
860,Introduction to C++,Microsoft,edX,Self Paced,7 Reviews,3.6
861,UML Class Diagrams for Software Engineering,KU Leuven University,edX,Self Paced,None,-1
862,Objektorientierte Programmierung in Java,-1,openHPI,Self Paced,None,-1
863,Mobile Computing with App Inventor – CS Principles,The University of Warwick,edX,Self Paced,None,-1
864,AD,Cambridge Judge Business School Executive Education,-1,Self Paced,None,5.0
865,Scratch: Programmeren voor kinderen (8+),Delft University of Technology,edX,Self Paced,None,-1
866,Data Storage and Processing,ITMO University,edX,Self Paced,None,-1
867,Diseño de Sistemas de información gerencial para Internet con MySQL / PHP y Joomla,Universidad del Rosario,edX,Self Paced,1 Reviews,5.0
868,Querying Data with Transact-SQL,Microsoft,edX,Self Paced,4 Reviews,4.3
869,Learn to Program in Java,Microsoft,edX,Self Paced,3 Reviews,5.0
870,Object-Oriented Programming,Indian Institute of Technology Bombay,edX,Self Paced,3 Reviews,3.3
871,"LaTeX for Students, Engineers, and Scientists",Indian Institute of Technology Bombay,edX,Self Paced,None,-1
872,HTML5 and CSS Fundamentals,World Wide Web Consortium (W3C),edX,Self Paced,6 Reviews,3.7
873,Basi di dati,University of Naples Federico II,edX,Self Paced,None,-1
874,Laboratorio di programmazione: strumenti e programmi,University of Naples Federico II,edX,Self Paced,None,-1
875,Programmazione I,University of Naples Federico II,edX,Self Paced,None,-1
876,AD,UC Berkeley Executive Education,-1,Self Paced,None,5.0
877,Databases: Relational Databases and SQL,Stanford University,edX,Self Paced,2 Reviews,4.0
878,Databases: Unified Modeling Language,Stanford University,edX,Self Paced,None,-1
879,Databases: Indexes and Transactions,Stanford University,edX,Self Paced,None,-1
880,Databases: JSON Data,Stanford University,edX,Self Paced,1 Reviews,1.0
881,Databases: On-Line Analytical Processing,Stanford University,edX,Self Paced,None,-1
882,Databases: Recursion in SQL,Stanford University,edX,Self Paced,None,-1
883,How To Start Your Career In Games Development,BGI,FutureLearn,Self Paced,None,-1
884,Java Programming Fundamentals,Galileo University,edX,Self Paced,None,-1
885,Marketing your Android apps,Galileo University,edX,Self Paced,None,-1
886,Agile Software Development,ETH Zurich,edX,Self Paced,3 Reviews,4.3
887,Introduction to Java Programming – Part 1,The Hong Kong University of Science and Technology,edX,Self Paced,6 Reviews,3.0
888,AD,Wharton School of the University of Pennsylvania,-1,Self Paced,None,5.0
889,Introduction to Java Programming – Part 2,The Hong Kong University of Science and Technology,edX,Self Paced,None,-1
890,AWS Machine Learning Foundations Course,Amazon Web Services,Udacity,Self Paced,None,-1
891,Programación para todos (empezando con Python),University of Michigan,edX,Self Paced,None,-1
892,Migrating to the AWS Cloud,Amazon Web Services,edX,Self Paced,None,-1
893,Let’s Git - Versionsverwaltung und OpenSource,-1,openHPI,Self Paced,None,-1
894,Data Science in the Games Industry,University of Dundee,FutureLearn,Self Paced,None,-1
895,Designing Digital Solution,-1,Swayam,Self Paced,None,-1
896,AD,UC Berkeley Executive Education,-1,Self Paced,None,5.0
897,Development of Assistive technology for persons with Disabilities,AICTE,Swayam,Self Paced,None,-1
898,Intro to Cloud Computing,-1,Udacity,Self Paced,None,-1
899,Estructuras de Datos con Python,University of Michigan,edX,Self Paced,None,-1
900,Programming for Everybody: Python Data Structures,University of Michigan,FutureLearn,Self Paced,None,-1
901,Get an email when new courses are available,-1,-1,Self Paced,None,-1
902,Gestión de producto con código electrónico,Logyca,edX,Self Paced,None,-1
903,MatLab para principiantes,Universidad Católica de Murcia,Miríadax,Self Paced,None,-1
904,Introducción a la Programación para Ciencias e Ingeniería,Universidad Politécnica de Madrid,Miríadax,Self Paced,None,-1
905,MATLAB Y OCTAVE para ingenieros y científicos,Universidad Politécnica de Madrid,Miríadax,Self Paced,None,-1
906,Gestión de proyectos Software con Git y GitHub,Universidad Politécnica de Madrid,Miríadax,Self Paced,None,-1
907,Introducción al diseño de videojuegos,Universitas Telefónica,Miríadax,Self Paced,None,-1
908,AD,Columbia Engineering Executive Education,-1,Self Paced,None,5.0
909,Fundamentos de programación,Universitas Telefónica,Miríadax,Self Paced,None,-1
910,Programación con JavaScript,Universitas Telefónica,Miríadax,Self Paced,None,-1
911,Programación con Java Standard,Universitas Telefónica,Miríadax,Self Paced,None,-1
912,Diseño Web con HTML5 + CSS,Universitas Telefónica,Miríadax,Self Paced,None,-1
913,Client-based Web Applications development: ReactJS & Angular,Universidad Politécnica de Madrid,Miríadax,Self Paced,None,-1
914,Aprende WordPress de forma sencilla,Universitas Telefónica,Miríadax,Self Paced,None,-1
915,Client-based Web Applications development: ReactJS & Angular,Universidad Politécnica de Madrid,Miríadax,Self Paced,None,-1
916,"Desenvolvimento Web com Bootstrap, CodeIgniter e Práticas Ágeis",Instituto Federal do Sul de Minas Gerais,Miríadax,Self Paced,None,-1
917,Fundamentos  de Microsoft Azure,Universidad Francisco Gavidia,Miríadax,Self Paced,None,-1
918,"Desarrollo de servicios en la nube con HTML5, CSS3, JavaScript 6-7-8-9 y node.js",Universidad Politécnica de Madrid,Miríadax,Self Paced,None,-1
919,"Desarrollo en HTML5, CSS y Javascript de Apps Web, Android, IOS...",Universidad Politécnica de Madrid,Miríadax,Self Paced,1 Reviews,5.0
920,AD,Kellogg Executive Education,-1,Self Paced,None,5.0
921,"Diseño, Organización y Evaluación de videojuegos y gamificación",Universidad Europea de Madrid,Miríadax,Self Paced,None,-1
922,Introducción a la Ingeniería Web,University of Extremadura,Miríadax,Self Paced,None,-1
923,"Introduction to Virtual, Augmented and Mixed Reality",Lancaster University,FutureLearn,Self Paced,None,-1
924,Create Expressive Videogames,UAL Creative Computing Institute,FutureLearn,Self Paced,None,-1
925,Introduction to Indie Games,UAL Creative Computing Institute,FutureLearn,Self Paced,None,-1
926,Databases: OLAP and Recursion,Stanford University,edX,Self Paced,None,-1
927,Databases: Semistructured Data,Stanford University,edX,Self Paced,None,-1
928,Databases: Advanced Topics in SQL,Stanford University,edX,Self Paced,None,-1
929,Databases: Modeling and Theory,Stanford University,edX,Self Paced,None,-1
930,Maestría en Ingeniería de Software,Universidad de los Andes,Coursera,Self Paced,None,-1
931,Get Creative with People to Solve Problems,University of Leeds,FutureLearn,Self Paced,None,-1
932,AD,Kellogg School of Management at Northwestern,-1,Self Paced,None,5.0
933,Computer Programming for Everyone,University of Leeds,FutureLearn,Self Paced,2 Reviews,1.5
934,Learn to Code for the Web,University of Leeds,FutureLearn,Self Paced,3 Reviews,4.7
935,Creating a Great User Experience for Mobile Apps,University of Leeds,FutureLearn,Self Paced,None,-1
936,Introduction to Database Queries,New York University (NYU),edX,Self Paced,None,-1
937,Advanced Database Queries,New York University (NYU),edX,Self Paced,None,-1
938,Programming Mobile Applications for Android Handheld Systems: Part 2,"University of Maryland, College Park",Coursera,"10th Aug, 2020",15 Reviews,4.4
